checkout_id,timestamp,amount,payment_method,device_type,session_duration_seconds,inactivity_seconds,retry_count,checkout_step_reached,network_quality,payment_status,failure_reason_code,otp_attempts,upi_collect_expired,dropoff_cause,recovered,time_to_recovery_minutes,minutes_since_dropoff,recovery_probability_ground_truth,was_recovered,touch_count,minutes_since_last_intervention,consecutive_ignored_interventions,opt_out_flag,recoverability_score,decision,stop_reason
CHK_000113,2026-01-20 06:03:00,5306.0,UPI,MOBILE,262,424,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,355,0.209,0,3,929,2,False,0.209,STOP,MAX_TOUCHES
CHK_000114,2026-01-09 08:40:00,6728.0,UPI,DESKTOP,507,323,2,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,304.0,304,0.599,1,2,978,2,False,0.599,STOP,IGNORED_INTERVENTIONS
CHK_000115,2026-01-06 17:14:00,5945.0,WALLET,MOBILE,617,563,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,324,0.2762,0,1,912,0,False,0.2762,CONTINUE,NONE
CHK_000116,2026-01-05 04:12:00,7651.0,CARD,DESKTOP,492,26,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,11.0,77,0.6211,1,3,388,1,False,0.6211,STOP,MAX_TOUCHES
CHK_000117,2026-01-21 15:34:00,5654.0,WALLET,DESKTOP,611,459,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,47,0.5324,0,2,856,3,False,0.5324,STOP,IGNORED_INTERVENTIONS
CHK_000118,2026-01-17 03:33:00,3597.0,UPI,DESKTOP,640,41,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,997.0,1217,0.5709,1,0,657,0,False,0.5709,CONTINUE,NONE
CHK_000119,2026-01-30 11:02:00,10276.0,UPI,MOBILE,602,127,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,10.0,11,0.7489,1,3,763,0,False,0.7489,STOP,MAX_TOUCHES
CHK_000120,2026-01-15 20:40:00,1843.0,UPI,MOBILE,382,104,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,222.0,302,0.5326,1,1,182,0,False,0.5326,STOP,COOLDOWN
CHK_000121,2026-01-24 12:53:00,9882.0,UPI,MOBILE,155,251,1,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,31.0,269,0.4848,1,2,820,0,False,0.4848,CONTINUE,NONE
CHK_000122,2026-01-03 22:55:00,13015.0,CARD,DESKTOP,529,319,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,34.0,209,0.1107,1,3,305,1,False,0.1107,STOP,MAX_TOUCHES
CHK_000123,2026-01-23 05:27:00,10560.0,CARD,MOBILE,596,306,2,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,9.0,136,0.5893,1,0,71,0,False,0.5893,CONTINUE,NONE
CHK_000124,2026-01-29 16:43:00,2285.0,UPI,DESKTOP,448,485,1,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,142,0.4019,0,0,218,0,False,0.4019,CONTINUE,NONE
CHK_000125,2026-01-05 00:22:00,10293.0,WALLET,DESKTOP,480,360,0,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,0,,1751,0.049,0,0,718,3,False,0.049,STOP,IGNORED_INTERVENTIONS
CHK_000126,2026-01-04 18:35:00,10435.0,CARD,DESKTOP,131,61,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1391,0.0294,0,0,172,1,True,0.0294,STOP,OPT_OUT
CHK_000127,2026-01-06 17:44:00,8342.0,CARD,DESKTOP,757,366,1,OTP,Poor,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,129.0,253,0.4093,1,2,652,0,False,0.4093,CONTINUE,NONE
CHK_000128,2026-01-08 17:38:00,2460.0,CARD,DESKTOP,204,160,0,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,132.0,3420,0.284,1,3,271,3,False,0.284,STOP,MAX_TOUCHES
CHK_000129,2026-01-09 05:51:00,1345.0,WALLET,MOBILE,651,646,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,1084.0,1138,0.2784,1,0,725,0,False,0.2784,CONTINUE,NONE
CHK_000130,2026-01-21 22:38:00,7078.0,WALLET,DESKTOP,382,348,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,21.0,260,0.2004,1,1,467,0,False,0.2004,CONTINUE,NONE
CHK_000131,2026-01-30 22:28:00,1903.0,CARD,MOBILE,400,327,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,18.0,256,0.5699,1,0,268,2,False,0.5699,STOP,IGNORED_INTERVENTIONS
CHK_000132,2026-01-22 15:34:00,8140.0,CARD,MOBILE,897,405,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,65,0.2966,0,0,19,0,False,0.2966,CONTINUE,NONE
CHK_000133,2026-01-18 05:37:00,9380.0,WALLET,MOBILE,637,484,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,225.0,282,0.2546,1,0,577,2,False,0.2546,STOP,IGNORED_INTERVENTIONS
CHK_000134,2026-01-19 01:55:00,5493.0,UPI,MOBILE,140,132,2,CART,Average,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,29,0.3852,0,0,994,0,False,0.3852,CONTINUE,NONE
CHK_000135,2026-01-18 05:37:00,8623.0,CARD,DESKTOP,351,296,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,91.0,1216,0.5794,1,3,814,0,False,0.5794,STOP,MAX_TOUCHES
CHK_000136,2026-01-26 03:44:00,13698.0,CARD,DESKTOP,707,167,1,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,859,0.2452,0,0,502,1,False,0.2452,CONTINUE,NONE
CHK_000137,2026-01-20 12:58:00,9464.0,UPI,MOBILE,469,371,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,329,0.3749,0,1,146,0,False,0.3749,STOP,COOLDOWN
CHK_000138,2026-01-23 07:25:00,4785.0,WALLET,DESKTOP,489,348,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,5.0,11,0.6,1,2,428,2,False,0.6,STOP,IGNORED_INTERVENTIONS
CHK_000139,2026-01-17 15:13:00,6284.0,CARD,DESKTOP,667,334,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,784.0,2126,0.3358,1,0,164,1,False,0.3358,CONTINUE,NONE
CHK_000140,2026-01-25 06:44:00,9165.0,CARD,DESKTOP,601,170,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,2210,0.2627,0,4,889,3,False,0.2627,STOP,MAX_TOUCHES
CHK_000141,2026-01-18 06:18:00,10178.0,UPI,DESKTOP,526,107,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,9.0,23,0.4551,1,4,309,2,False,0.4551,STOP,MAX_TOUCHES
CHK_000142,2026-01-21 16:46:00,7853.0,CARD,MOBILE,248,460,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,662,0.1876,0,0,517,0,False,0.1876,STOP,LOW_RECOVERABILITY
CHK_000143,2026-01-18 16:58:00,2659.0,CARD,DESKTOP,132,412,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,12.0,20,0.6423,1,1,13,2,False,0.6423,STOP,COOLDOWN
CHK_000144,2026-01-17 12:02:00,2697.0,CARD,MOBILE,431,39,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,359,0.3413,0,0,131,1,False,0.3413,CONTINUE,NONE
CHK_000145,2026-01-19 12:21:00,6391.0,UPI,DESKTOP,307,76,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,186,0.3572,0,0,853,1,False,0.3572,CONTINUE,NONE
CHK_000146,2026-01-01 02:41:00,1093.0,CARD,DESKTOP,278,207,2,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,872.0,1358,0.6777,1,0,754,2,False,0.6777,STOP,IGNORED_INTERVENTIONS
CHK_000147,2026-01-08 02:58:00,5969.0,WALLET,MOBILE,302,312,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,147.0,161,0.4872,1,1,438,1,False,0.4872,CONTINUE,NONE
CHK_000148,2026-01-24 23:01:00,2625.0,UPI,MOBILE,303,94,1,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,3235,0.4385,0,1,742,0,False,0.4385,CONTINUE,NONE
CHK_000149,2026-01-20 15:12:00,6897.0,UPI,MOBILE,682,264,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,1,0,PAYMENT_FAILURE,1,43.0,74,0.4831,1,0,739,1,False,0.4831,CONTINUE,NONE
CHK_000150,2026-01-04 13:05:00,3339.0,UPI,MOBILE,492,119,1,OTP,Poor,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,213,0.2966,0,0,673,0,False,0.2966,CONTINUE,NONE
CHK_000151,2026-01-07 07:07:00,11153.0,CARD,DESKTOP,461,239,0,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,217,0.2495,0,3,794,0,False,0.2495,STOP,MAX_TOUCHES
CHK_000152,2026-01-13 23:21:00,6060.0,CARD,MOBILE,712,215,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,1304,0.6197,0,0,262,1,False,0.6197,CONTINUE,NONE
CHK_000153,2026-01-09 06:49:00,4459.0,UPI,DESKTOP,261,57,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,341,0.4277,0,0,642,0,False,0.4277,CONTINUE,NONE
CHK_000154,2026-01-06 02:25:00,9875.0,CARD,DESKTOP,789,308,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,86,0.3433,0,1,942,0,False,0.3433,CONTINUE,NONE
CHK_000155,2026-01-02 03:13:00,2017.0,UPI,DESKTOP,317,117,1,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,795,0.4924,0,4,224,0,False,0.4924,STOP,MAX_TOUCHES
CHK_000156,2026-01-18 00:07:00,5166.0,CARD,MOBILE,362,338,1,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,736,0.4611,0,0,257,1,False,0.4611,CONTINUE,NONE
CHK_000157,2026-01-22 09:18:00,11367.0,UPI,DESKTOP,500,187,3,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,605.0,3018,0.4005,1,1,233,0,False,0.4005,STOP,COOLDOWN
CHK_000158,2026-01-10 08:49:00,7352.0,UPI,DESKTOP,486,286,0,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,44.0,47,0.7299,1,2,335,2,False,0.7299,STOP,COOLDOWN
CHK_000159,2026-01-10 09:21:00,7471.0,WALLET,MOBILE,587,473,2,PAYMENT,Good,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,692.0,3708,0.3891,1,0,408,0,False,0.3891,CONTINUE,NONE
CHK_000160,2026-01-14 22:34:00,4307.0,UPI,MOBILE,138,31,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,158,0.3497,0,2,827,0,False,0.3497,CONTINUE,NONE
CHK_000161,2026-01-01 21:23:00,1625.0,CARD,DESKTOP,625,770,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,650.0,1061,0.1548,1,0,974,0,False,0.1548,STOP,LOW_RECOVERABILITY
CHK_000162,2026-01-22 11:30:00,8044.0,CARD,DESKTOP,514,649,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,218,0.2598,0,1,23,1,False,0.2598,STOP,COOLDOWN
CHK_000163,2026-01-18 17:56:00,2215.0,WALLET,MOBILE,725,60,1,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,216.0,273,0.4079,1,1,270,0,False,0.4079,STOP,COOLDOWN
CHK_000164,2026-01-20 02:36:00,6549.0,UPI,DESKTOP,185,682,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,67,0.3045,0,1,94,3,False,0.3045,STOP,COOLDOWN
CHK_000165,2026-01-16 13:44:00,6425.0,UPI,DESKTOP,322,210,0,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,223.0,1991,0.4656,1,0,141,3,False,0.4656,STOP,IGNORED_INTERVENTIONS
CHK_000166,2026-01-02 16:54:00,4174.0,UPI,DESKTOP,533,395,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,334,0.4949,0,2,693,2,False,0.4949,STOP,IGNORED_INTERVENTIONS
CHK_000167,2026-01-30 18:24:00,2423.0,WALLET,MOBILE,273,169,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1340,0.3108,0,0,717,3,False,0.3108,STOP,IGNORED_INTERVENTIONS
CHK_000168,2026-01-10 16:27:00,2031.0,UPI,DESKTOP,577,139,1,OTP,Good,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,207.0,308,0.5531,1,0,901,0,False,0.5531,CONTINUE,NONE
CHK_000169,2026-01-21 11:32:00,540.0,CARD,DESKTOP,247,495,2,OTP,Poor,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,0,,183,0.4548,0,0,973,1,False,0.4548,CONTINUE,NONE
CHK_000170,2026-01-01 12:58:00,1992.0,UPI,DESKTOP,444,503,0,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,65,0.3323,0,1,80,1,False,0.3323,STOP,COOLDOWN
CHK_000171,2026-01-23 23:50:00,1947.0,UPI,MOBILE,511,457,0,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,183.0,232,0.4984,1,1,273,1,False,0.4984,STOP,COOLDOWN
CHK_000172,2026-01-21 00:03:00,1978.0,WALLET,DESKTOP,527,47,0,OTP,Good,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,347,0.6327,0,0,275,2,False,0.6327,STOP,IGNORED_INTERVENTIONS
CHK_000173,2026-01-30 16:32:00,4505.0,WALLET,DESKTOP,381,413,0,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,109,0.3019,0,1,882,1,False,0.3019,CONTINUE,NONE
CHK_000174,2026-01-22 04:39:00,8796.0,CARD,MOBILE,348,155,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,318,0.1483,0,0,957,3,False,0.1483,STOP,IGNORED_INTERVENTIONS
CHK_000175,2026-01-19 18:05:00,3800.0,WALLET,MOBILE,643,36,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,49.0,267,0.3187,1,1,464,0,False,0.3187,CONTINUE,NONE
CHK_000176,2026-01-06 16:50:00,6632.0,UPI,MOBILE,228,140,2,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,791,0.4182,0,0,207,2,False,0.4182,STOP,IGNORED_INTERVENTIONS
CHK_000177,2026-01-16 09:50:00,7493.0,CARD,MOBILE,443,619,0,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,1294.0,2399,0.1466,1,1,295,1,False,0.1466,STOP,COOLDOWN
CHK_000178,2026-01-07 07:41:00,5158.0,WALLET,MOBILE,237,220,1,PAYMENT,Poor,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,350,0.3265,0,0,38,1,False,0.3265,CONTINUE,NONE
CHK_000179,2026-01-10 07:12:00,14285.0,UPI,DESKTOP,567,330,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,279,0.131,0,3,947,0,False,0.131,STOP,MAX_TOUCHES
CHK_000180,2026-01-26 04:28:00,2620.0,WALLET,DESKTOP,209,207,0,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,383,0.4333,0,0,287,2,False,0.4333,STOP,IGNORED_INTERVENTIONS
CHK_000181,2026-01-08 02:33:00,1641.0,UPI,MOBILE,791,399,1,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,483.0,919,0.5062,1,0,123,3,False,0.5062,STOP,IGNORED_INTERVENTIONS
CHK_000182,2026-01-09 03:38:00,11620.0,CARD,MOBILE,695,344,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,1,0,PAYMENT_FAILURE,0,,325,0.2679,0,0,875,0,False,0.2679,CONTINUE,NONE
CHK_000183,2026-01-14 17:59:00,6718.0,WALLET,DESKTOP,736,279,0,OTP,Good,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,0,,262,0.4748,0,3,968,1,False,0.4748,STOP,MAX_TOUCHES
CHK_000184,2026-01-02 12:09:00,7668.0,UPI,MOBILE,469,106,0,CART,Good,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,126,0.302,0,3,282,0,False,0.302,STOP,MAX_TOUCHES
CHK_000185,2026-01-26 09:35:00,3736.0,WALLET,DESKTOP,608,504,0,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,1122,0.2766,0,0,877,3,False,0.2766,STOP,IGNORED_INTERVENTIONS
CHK_000186,2026-01-06 21:31:00,858.0,WALLET,MOBILE,678,404,1,OTP,Average,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,108.0,273,0.3606,1,1,179,0,False,0.3606,STOP,COOLDOWN
CHK_000187,2026-01-07 13:09:00,13927.0,WALLET,MOBILE,464,24,0,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1707,0.02,0,2,96,0,False,0.02,STOP,COOLDOWN
CHK_000188,2026-01-19 02:46:00,8184.0,CARD,DESKTOP,303,219,2,PAYMENT,Good,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,0,,942,0.358,0,1,190,0,False,0.358,STOP,COOLDOWN
CHK_000189,2026-01-29 06:17:00,7769.0,UPI,MOBILE,536,415,1,PAYMENT,Poor,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,39.0,92,0.4404,1,1,73,1,False,0.4404,STOP,COOLDOWN
CHK_000190,2026-01-14 13:03:00,2363.0,WALLET,MOBILE,295,448,0,OTP,Poor,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,0,,13,0.8129,0,0,446,0,False,0.8129,CONTINUE,NONE
CHK_000191,2026-01-19 16:30:00,3267.0,WALLET,DESKTOP,293,499,2,OTP,Average,FAILED,OTP_TIMEOUT,0,0,OTP_FRICTION,0,,277,0.3229,0,0,784,1,False,0.3229,CONTINUE,NONE
CHK_000192,2026-01-15 06:16:00,7970.0,CARD,MOBILE,282,38,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,2,0,PAYMENT_FAILURE,0,,37,0.5694,0,3,496,3,False,0.5694,STOP,MAX_TOUCHES
CHK_000193,2026-01-15 07:40:00,8568.0,UPI,DESKTOP,307,152,0,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,177.0,358,0.4394,1,3,560,2,False,0.4394,STOP,MAX_TOUCHES
CHK_000194,2026-01-08 02:07:00,2592.0,WALLET,DESKTOP,692,102,1,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,17.0,682,0.5229,1,1,483,0,False,0.5229,CONTINUE,NONE
CHK_000195,2026-01-08 04:30:00,3055.0,CARD,MOBILE,469,314,0,OTP,Poor,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,17.0,53,0.5434,1,0,848,3,False,0.5434,STOP,IGNORED_INTERVENTIONS
CHK_000196,2026-01-24 20:04:00,7980.0,CARD,DESKTOP,460,233,0,OTP,Average,FAILED,OTP_TIMEOUT,3,0,OTP_FRICTION,1,18.0,52,0.7141,1,0,721,1,False,0.7141,CONTINUE,NONE
CHK_000197,2026-01-23 04:01:00,8744.0,WALLET,MOBILE,527,221,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,354,0.4307,0,2,115,0,False,0.4307,STOP,COOLDOWN
CHK_000198,2026-01-17 08:25:00,3809.0,UPI,DESKTOP,157,107,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,111.0,139,0.3787,1,3,534,0,False,0.3787,STOP,MAX_TOUCHES
CHK_000199,2026-01-23 12:02:00,7793.0,WALLET,MOBILE,219,326,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,316,0.1785,0,3,97,0,False,0.1785,STOP,MAX_TOUCHES
CHK_000200,2026-01-20 22:14:00,14180.0,WALLET,MOBILE,534,43,1,CART,Good,ABANDONED,NONE,2,0,PRICE_HESITATION,0,,211,0.2085,0,2,327,2,False,0.2085,STOP,COOLDOWN
CHK_000201,2026-01-13 03:48:00,5923.0,WALLET,DESKTOP,659,60,1,PAYMENT,Good,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,653.0,1397,0.3247,1,1,908,0,False,0.3247,CONTINUE,NONE
CHK_000202,2026-01-15 10:48:00,4393.0,WALLET,DESKTOP,219,128,2,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,58.0,149,0.7136,1,0,406,0,False,0.7136,CONTINUE,NONE
CHK_000203,2026-01-06 22:27:00,13515.0,WALLET,MOBILE,534,137,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,102,0.2654,0,0,312,2,False,0.2654,STOP,IGNORED_INTERVENTIONS
CHK_000204,2026-01-25 06:06:00,2564.0,CARD,DESKTOP,301,391,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,1,108.0,272,0.3601,1,3,701,1,False,0.3601,STOP,MAX_TOUCHES
CHK_000205,2026-01-09 05:47:00,6591.0,UPI,DESKTOP,621,200,0,PAYMENT,Good,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,0,,153,0.482,0,1,693,2,False,0.482,STOP,IGNORED_INTERVENTIONS
CHK_000206,2026-01-14 22:53:00,1219.0,WALLET,DESKTOP,674,76,1,PAYMENT,Average,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,1,648.0,1429,0.641,1,0,147,1,False,0.641,CONTINUE,NONE
CHK_000207,2026-01-18 04:50:00,10680.0,CARD,DESKTOP,456,224,1,CART,Poor,ABANDONED,NONE,0,0,PRICE_HESITATION,1,544.0,3288,0.1104,1,0,341,0,False,0.1104,STOP,LOW_RECOVERABILITY
CHK_000208,2026-01-12 12:56:00,7690.0,WALLET,MOBILE,225,44,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,351,0.2346,0,1,494,2,False,0.2346,STOP,IGNORED_INTERVENTIONS
CHK_000209,2026-01-07 00:42:00,3072.0,CARD,DESKTOP,863,207,0,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,3284,0.2062,0,0,947,0,False,0.2062,CONTINUE,NONE
CHK_000210,2026-01-14 07:27:00,7241.0,CARD,DESKTOP,576,313,2,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,1,5.0,3,0.5156,1,0,22,1,False,0.5156,CONTINUE,NONE
CHK_000211,2026-01-01 18:36:00,992.0,CARD,MOBILE,354,160,1,PAYMENT,Good,ABANDONED,NONE,0,0,DISTRACTION_TIMEOUT,0,,4048,0.3809,0,1,104,1,False,0.3809,STOP,COOLDOWN
CHK_000212,2026-01-04 18:51:00,9048.0,CARD,DESKTOP,780,293,1,OTP,Poor,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,1,277.0,285,0.2877,1,1,674,0,False,0.2877,CONTINUE,NONE
CHK_000213,2026-01-21 08:10:00,8936.0,CARD,DESKTOP,629,437,1,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,39,0.6012,0,1,578,3,False,0.6012,STOP,IGNORED_INTERVENTIONS
CHK_000214,2026-01-14 02:12:00,4119.0,CARD,MOBILE,631,175,0,PAYMENT,Average,FAILED,GATEWAY_ERROR,0,0,PAYMENT_FAILURE,1,97.0,101,0.5483,1,0,801,0,False,0.5483,CONTINUE,NONE
CHK_000215,2026-01-29 01:06:00,2176.0,UPI,DESKTOP,292,209,2,PAYMENT,Average,ABANDONED,NONE,1,0,DISTRACTION_TIMEOUT,1,117.0,323,0.3784,1,2,800,0,False,0.3784,CONTINUE,NONE
CHK_000216,2026-01-14 22:18:00,3265.0,CARD,DESKTOP,136,293,3,PAYMENT,Average,FAILED,INSUFFICIENT_FUNDS,0,0,PAYMENT_FAILURE,1,1294.0,1594,0.328,1,0,557,3,False,0.328,STOP,IGNORED_INTERVENTIONS
CHK_000217,2026-01-09 18:02:00,9756.0,CARD,DESKTOP,284,408,0,OTP,Good,FAILED,OTP_TIMEOUT,1,0,OTP_FRICTION,0,,2149,0.2998,0,0,592,1,False,0.2998,CONTINUE,NONE
CHK_000218,2026-01-08 07:21:00,1632.0,UPI,MOBILE,378,322,2,OTP,Average,FAILED,OTP_TIMEOUT,4,0,OTP_FRICTION,1,120.0,444,0.614,1,2,940,1,False,0.614,CONTINUE,NONE
CHK_000219,2026-01-25 23:08:00,14167.0,WALLET,DESKTOP,852,122,0,CART,Good,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,1067,0.1469,0,1,658,1,False,0.1469,STOP,LOW_RECOVERABILITY
CHK_000220,2026-01-12 13:53:00,12672.0,UPI,DESKTOP,770,298,2,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,0,,188,0.3243,0,2,221,2,False,0.3243,STOP,COOLDOWN
CHK_000221,2026-01-24 17:08:00,11865.0,CARD,MOBILE,690,336,0,CART,Good,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,239,0.1897,0,1,854,0,False,0.1897,STOP,LOW_RECOVERABILITY
CHK_000222,2026-01-25 15:57:00,8680.0,CARD,DESKTOP,411,204,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,573,0.1804,0,1,14,0,False,0.1804,STOP,COOLDOWN
CHK_000223,2026-01-13 18:15:00,10463.0,UPI,MOBILE,150,51,0,CART,Poor,ABANDONED,NONE,1,0,PRICE_HESITATION,0,,273,0.02,0,0,890,0,False,0.02,STOP,LOW_RECOVERABILITY
CHK_000224,2026-01-08 17:56:00,4800.0,WALLET,MOBILE,490,402,1,CART,Average,ABANDONED,NONE,0,0,PRICE_HESITATION,1,61.0,167,0.4459,1,0,632,0,False,0.4459,CONTINUE,NONE
CHK_000225,2026-01-26 07:12:00,1180.0,WALLET,MOBILE,596,92,0,PAYMENT,Average,FAILED,AUTH_TIMEOUT,0,1,PAYMENT_FAILURE,0,,535,0.4127,0,0,77,1,False,0.4127,CONTINUE,NONE
CHK_000226,2026-01-07 17:29:00,3671.0,WALLET,MOBILE,723,371,1,OTP,Average,FAILED,OTP_TIMEOUT,2,0,OTP_FRICTION,1,166.0,314,0.3971,1,0,321,0,False,0.3971,CONTINUE,NONE
